idx,pred,true,pred_bin_05,pred_bin_best,best_threshold
1829,0.12092628,1.0,0,0,0.34254003
1830,0.20471743,1.0,0,0,0.34254003
1832,0.38923836,0.0,0,1,0.34254003
1850,0.00024128525,0.0,0,0,0.34254003
1854,0.61130637,1.0,1,1,0.34254003
1865,0.44811094,0.0,0,1,0.34254003
1869,0.0045172744,0.0,0,0,0.34254003
1870,0.001086821,0.0,0,0,0.34254003
1876,0.5190599,1.0,1,1,0.34254003
1878,0.00015917471,0.0,0,0,0.34254003
1884,0.00054218934,0.0,0,0,0.34254003
1887,0.59903234,0.0,1,1,0.34254003
1893,0.09489328,0.0,0,0,0.34254003
1903,2.549207e-07,0.0,0,0,0.34254003
1906,0.7807016,0.0,1,1,0.34254003
1914,0.07230396,0.0,0,0,0.34254003
1916,0.4464977,0.0,0,1,0.34254003
1923,0.0005690652,0.0,0,0,0.34254003
1930,0.94304746,0.0,1,1,0.34254003
1931,0.00081107765,0.0,0,0,0.34254003
1934,0.0036050074,0.0,0,0,0.34254003
1940,0.009264905,0.0,0,0,0.34254003
1945,5.725362e-05,0.0,0,0,0.34254003
1955,0.0007084379,0.0,0,0,0.34254003
1961,0.6165716,1.0,1,1,0.34254003
1963,0.16623305,0.0,0,0,0.34254003
1967,0.1348287,0.0,0,0,0.34254003
1987,0.0022758793,0.0,0,0,0.34254003
1989,0.2980237,0.0,0,0,0.34254003
1991,0.005098442,0.0,0,0,0.34254003
1994,0.66629726,0.0,1,1,0.34254003
1999,0.7333237,1.0,1,1,0.34254003
2000,0.0023176398,0.0,0,0,0.34254003
2008,0.9768275,0.0,1,1,0.34254003
2010,0.69386286,0.0,1,1,0.34254003
2013,1.6713263e-06,0.0,0,0,0.34254003
2018,0.99608105,1.0,1,1,0.34254003
2020,0.0116136065,0.0,0,0,0.34254003
2025,0.9178123,1.0,1,1,0.34254003
2026,0.17103875,0.0,0,0,0.34254003
2027,0.0072345994,0.0,0,0,0.34254003
2040,0.8271948,1.0,1,1,0.34254003
2041,0.010673316,0.0,0,0,0.34254003
2054,0.9968136,0.0,1,1,0.34254003
2074,0.00011173521,0.0,0,0,0.34254003
2076,0.5139072,0.0,1,1,0.34254003
2079,0.4646241,1.0,0,1,0.34254003
2088,0.10519842,0.0,0,0,0.34254003
2092,0.000421421,0.0,0,0,0.34254003
2100,0.24746978,0.0,0,0,0.34254003
2101,0.0073565333,0.0,0,0,0.34254003
2102,0.12781885,0.0,0,0,0.34254003
2107,2.0906695e-05,0.0,0,0,0.34254003
2120,0.0016999665,0.0,0,0,0.34254003
2139,2.4250676e-05,0.0,0,0,0.34254003
2144,0.013569519,0.0,0,0,0.34254003
2146,0.0038802922,0.0,0,0,0.34254003
2148,0.14762147,1.0,0,0,0.34254003
2149,0.00019935412,0.0,0,0,0.34254003
2162,0.26253626,1.0,0,0,0.34254003
2166,0.001696492,0.0,0,0,0.34254003
2168,0.009138271,0.0,0,0,0.34254003
2171,0.113062575,0.0,0,0,0.34254003
2179,0.4566635,0.0,0,1,0.34254003
2193,0.99385947,1.0,1,1,0.34254003
2196,0.0005259905,0.0,0,0,0.34254003
2198,0.0072679985,0.0,0,0,0.34254003
2199,0.008214133,0.0,0,0,0.34254003
2200,0.45836923,0.0,0,1,0.34254003
2204,0.00052675116,0.0,0,0,0.34254003
2206,0.002516105,0.0,0,0,0.34254003
2212,0.12465732,1.0,0,0,0.34254003
2232,0.009480621,0.0,0,0,0.34254003
2241,4.152825e-05,0.0,0,0,0.34254003
2244,0.048326135,1.0,0,0,0.34254003
2245,0.7453817,1.0,1,1,0.34254003
2259,0.45780075,1.0,0,1,0.34254003
2261,0.0017381816,0.0,0,0,0.34254003
2263,0.00160442,0.0,0,0,0.34254003
2265,6.8475547e-06,0.0,0,0,0.34254003
2266,5.0258812e-05,0.0,0,0,0.34254003
2272,0.5151035,1.0,1,1,0.34254003
2276,0.46663886,1.0,0,1,0.34254003
2277,0.9275832,0.0,1,1,0.34254003
2284,0.00031242007,0.0,0,0,0.34254003
2290,0.019084862,0.0,0,0,0.34254003
2292,0.00081739057,0.0,0,0,0.34254003
2299,0.13524224,0.0,0,0,0.34254003
2301,0.58480674,0.0,1,1,0.34254003
2304,0.613592,1.0,1,1,0.34254003
2308,3.7611833e-05,0.0,0,0,0.34254003
2312,0.00084587187,0.0,0,0,0.34254003
2317,0.008852161,0.0,0,0,0.34254003
2319,0.00025212517,0.0,0,0,0.34254003
2322,0.04863424,0.0,0,0,0.34254003
2323,0.00044918183,0.0,0,0,0.34254003
2330,0.0009614529,0.0,0,0,0.34254003
2331,0.0012117542,0.0,0,0,0.34254003
2344,0.9249898,0.0,1,1,0.34254003
2348,0.0082185855,0.0,0,0,0.34254003
2349,0.0014659557,0.0,0,0,0.34254003
2352,0.21198453,0.0,0,0,0.34254003
2359,0.602463,0.0,1,1,0.34254003
2366,0.014907988,0.0,0,0,0.34254003
2372,0.33635297,0.0,0,0,0.34254003
2377,0.020010052,0.0,0,0,0.34254003
2378,0.0153121045,0.0,0,0,0.34254003
2379,2.0612077e-05,0.0,0,0,0.34254003
2383,2.4102701e-05,0.0,0,0,0.34254003
2387,0.009276047,0.0,0,0,0.34254003
